BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1,0,0,3000,495.398338,379.91166
1,525,525,1000,1500.456687,806.258492
1,117.23,0,8000,1200.321938,1017.299239
1,692.52,0,3000,1848.537683,2532.728316
1,630,630,1000,373.891965,166.265696
1,0,0,4000,916.384302,1193.658503
1,0,0,10500,9836.835644,1115.092967
1,1865.55,0,3000,676.956491,232.309851
1,1013.61,382.48,2500,739.761292,257.745004
0.909091,2598.51,175.96,16000,2209.410409,1385.561503
1,1004.9,0,2500,2697.139893,466.169801
1,745.48,745.48,2500,0,
1,4124.81,1088.91,6500,3235.222635,415.452888
0.181818,95,0,4000,547.880399,84.010008
1,233.35,0,14000,599.388563,336.726753
1,495,0,5500,5434.899642,1006.907571
1,2951.93,0,8000,1069.094662,11142.93224
1,1029.29,0,6500,1393.630631,170.881343
0,66.75,66.75,4000,0,
0.909091,95.59,73.56,4500,186.546816,50.283744
0.727273,413.31,280,6000,475.939508,106.476161
1,2400.71,921.47,11500,3911.840079,795.275831
1,0,0,4000,2232.66712,748.463466
1,139.5,0,1200,877.494612,167.323383
1,1342.51,270,8500,1089.226019,211.335301
1,1241.4,615,11000,848.624102,855.287602
1,0,0,2500,250.588485,205.177541
1,1331,9.9,12500,4571.887377,502.626418
0.636364,0,0,6500,8328.730628,982.558921
1,9007.67,232.3,15000,5528.180381,2618.776868
1,0,0,7500,1188.602797,1142.583303
1,779.7,489.7,9000,775.601851,155.518201
0.833333,171,171,1500,152.51735,85.653871
1,2143.73,850.95,12500,1031.151095,1032.193959
1,3637.75,241.5,7000,8754.779769,407.886506
0.272727,699,0,1800,69.941439,166.648868
1,0,0,1200,107.916464,291.705634
1,333.28,333.28,5000,1234.809537,1673.959822
1,1970.49,960.64,12000,1643.812227,195.514075
1,2814.23,0,7500,1150.696529,662.5686
0.181818,250,0,2000,1401.222628,159.142575
1,132,132,2500,267.057792,170.357282
1,1430,230,1500,4032.106936,262.884347
1,27.16,27.16,5000,507.240956,1102.034141
1,39.8,0,8000,1809.711855,907.682774
0.857143,108.84,108.84,1500,69.973565,85.417572
1,0,0,1200,1481.809323,240.79407
0.909091,0,0,9000,2245.358858,217.630638
0.875,1267,1019.12,2500,1263.464175,111.639152
1,270,270,6000,3434.362444,364.334809
1,4392.05,574.07,6000,4076.914448,188.019302
0.818182,0,0,1500,1892.507498,267.650667
1,110.68,110.68,4000,0,
1,119.34,119.34,1200,2545.222796,7960.080674
1,1862.96,0,4400,954.962296,323.536714
1,1864.79,862.57,3000,1617.884909,255.931146
1,0,0,3000,1809.765794,638.475926
1,2825.85,319.01,10000,2137.437449,233.649807
1,0,0,1500,397.461163,380.286525
1,9586.1,1669.36,12000,8906.373361,214.210554
1,1105.92,1105.92,2500,1105.854643,173.332353
0.909091,405,0,7000,586.551078,424.343093
1,1778.76,1051.88,7000,1303.254323,161.824942
1,103.27,0,2500,326.649398,254.195184
1,333.54,23.35,2000,867.233681,586.992382
1,9228.97,147.73,9400,2139.278062,3537.101876
1,89.58,89.58,1500,71.641741,83.215986
1,199.56,199.56,3000,1558.673423,223.538858
1,20,0,2000,278.265172,277.580245
1,266.64,266.64,3500,1172.975952,175.62276
1,279.71,0,5000,8627.985927,1211.424432
0.454545,499,499,1500,526.368079,76.744713
1,0,0,10500,1290.753615,1629.315325
1,0,0,1500,514.124193,519.856738
1,422.24,75,3000,280.83786,119.087402
1,1389.94,1389.94,1300,1356.270465,167.215217
1,1455.68,217.76,500,1330.92776,177.486834
1,0,0,1000,1860.536797,69.470274
0.375,542.34,0,2700,387.944071,113.60971
1,0,0,7500,934.137744,1259.264875
0.636364,0,0,4500,4992.302341,665.402509
1,327.94,327.94,5000,188.683162,208.663344
0.909091,1216.7,0,5000,788.58998,188.958312
1,553.7,305,1000,467.131192,169.840535
0.545455,220.48,0,5000,302.180025,60.558319
0.909091,431.93,431.93,4000,1089.402716,135.20894
0.636364,1209.56,319.56,12500,6831.656434,717.304514
0.818182,772.46,687.46,4000,770.916661,95.057442
0.181818,0,0,1200,7142.732735,127.577579
1,2126.81,597.01,7000,1998.999896,178.290009
1,0,0,3000,207.448103,13350.55682
1,1085.16,950.26,1000,469.114905,172.662882
0.727273,130.5,130.5,1500,176.874316,151.915915
0.2,114,0,2000,1081.831337,
1,0,0,5400,2118.553043,471.692662
0.909091,483.65,0,6000,1497.949644,211.310481
1,0,0,1800,328.825762,287.194759
1,9249.73,6923.64,9000,8716.674684,240.332998
1,1848.24,0,3400,1239.278015,427.761699
0.909091,3882.65,355,3500,3823.141055,252.01094
1,3588.13,3188.37,6700,4923.193295,413.007713
1,750.78,750.78,1200,1080.501526,1752.604791
0.909091,2972.92,493.82,1200,3753.091608,161.92571
1,0,0,1500,436.226459,602.777344
0.909091,1586.6,1586.6,2500,1577.161232,203.807999
1,3729.35,1240,2500,1550.474014,363.926512
1,545.68,545.68,6500,1097.963345,176.797021
0.454545,0,0,1200,163.85665,297.132962
1,0,0,1800,287.777315,9294.994141
1,824.61,386.04,4000,314.512747,159.094115
0.181818,64.69,0,10500,372.572278,81.447345
0.181818,69,0,2000,92.031894,46.267546
1,79.62,0,9500,7058.832194,1040.283795
1,0,0,1200,272.177301,395.344077
0.363636,150,150,1600,119.468878,68.370436
1,15.8,15.8,7000,1542.583506,375.127536
1,1108.54,0,3000,524.24945,831.65824
1,2600,400,6000,1362.425769,727.429491
0,0,0,3000,6112.512276,
0.909091,556.83,71.95,1500,328.462817,345.557752
1,338.9,139.9,2500,829.691401,190.314886
1,1488.84,1488.84,5000,1450.096836,178.871755
1,2761.76,2598.76,7000,3083.16422,8724.958739
1,66.7,66.7,1000,302.656395,800.097611
0.636364,238.25,238.25,3000,4.841543,111.741197
0.181818,79.24,79.24,6000,688.614293,35.978677
1,232.93,0,2500,989.738532,152.762176
1,845.67,814.17,2500,3989.545295,566.947431
0.181818,67.5,67.5,2500,110.266434,209.339591
1,1055.32,1055.32,6500,2842.037627,541.368131
1,108.95,59.15,1500,149.853315,131.972396
1,2151.93,765.26,4200,2190.962493,601.921408
1,0,0,3500,636.709165,558.717246
1,27.05,27.05,1200,104.687781,300.921255
1,0,0,5000,1082.274035,1107.973906
1,0,0,3000,263.238508,334.618726
0.727273,50,0,3000,71.90595,91.526002
1,0,0,1500,755.520686,568.672226
1,576,576,1500,505.433563,163.327553
1,1495.41,554,4500,1345.989788,163.177278
1,4343.82,524.98,7500,3798.443473,425.9899
1,740.7,89.8,2500,885.070007,366.004256
0.727273,144.64,144.64,1000,198.970881,96.044022
1,255.25,105.25,6500,1385.482263,1378.644403
1,554.67,554.67,4000,578.565706,175.221326
1,0,0,10000,2201.09767,612.068106
1,1669.2,1395.01,8500,7684.307278,521.675562
1,4060.58,2363.64,7500,4308.448155,184.69761
1,2361.97,770.92,3000,2097.161809,245.746831
0,120,120,4000,140.890144,
1,64.71,0,9000,7371.459399,2791.366849
1,146.53,101.53,6000,1316.698331,1252.705624
0.818182,0,0,4500,3883.138519,638.672701
1,578.9,578.9,2500,574.051951,940.119465
1,769,444,4000,958.996228,151.156275
1,40,0,2500,2459.382382,679.004285
1,0,0,1500,315.87129,298.701546
1,167,0,1800,467.080947,404.439747
0.545455,248.77,248.77,1500,2482.201611,244.376255
1,428.75,428.75,8000,319.919021,107.187821
0.5,1888.88,888.88,1000,3450.990535,185.857663
0.909091,211.07,0,1400,994.915444,186.548599
1,185.63,0,1300,1474.929946,441.741032
0.727273,0,0,1200,114.87215,198.55418
1,5723.9,1943.39,7500,5666.333186,186.941527
1,0,0,8000,994.210187,1051.709303
1,0,0,3000,652.759069,6038.567518
1,8534.58,659.5,5000,7512.513474,131.710372
1,274.98,274.98,1500,310.575541,
1,0,0,2000,251.384712,228.826381
0.909091,1247.39,820.37,5000,762.863333,115.044143
0.454545,343.4,343.4,3000,347.01723,13.714895
1,0,0,3500,513.503781,436.115043
0.545455,0,0,1200,1471.642879,146.079539
1,0,0,6000,1732.275197,457.524824
0.636364,799.83,718.83,3000,786.407104,179.622447
1,341.9,126.72,4000,409.29211,185.805592
0.666667,0,0,3000,582.828406,318.94963
0.727273,2141.32,2043.32,6500,3361.500799,47.676403
1,3500.03,1685.61,6000,1619.62737,537.587864
1,114,0,8000,577.415935,768.591692
0.875,103,0,1000,215.325023,410.484825
1,0,0,9500,687.474829,1010.781349
1,0,0,1500,292.521349,503.505212
0.545455,71.75,71.75,3000,112.61746,99.423595
1,1618.31,618.31,1000,1366.668756,380.796942
1,2903.17,1967.35,4000,2826.698853,181.386587
1,1350.13,830.33,4000,1882.437447,1279.813588
1,345,345,4500,977.281878,1592.232637
1,0,0,6000,1421.321273,1718.462688
0,933.75,933.75,4000,0,
0.090909,0,0,3000,0,
1,90,0,5000,1599.377333,765.036103
0.833333,420.06,136.7,1200,70.500843,97.68575
0.727273,300,300,7500,214.796949,99.124898
0.727273,0,0,3000,636.224436,675.460542
0.545455,1311.76,786.96,3500,5149.432038,277.233099
1,945.43,0,1500,1448.269927,1950.911172
0.909091,229.5,229.5,6000,229.256141,180.598109
1,125.32,0,3000,657.190307,633.370465
1,2269.74,1655.24,3000,2239.223522,188.5229
1,200.4,200.4,4000,196.541494,156.086837
1,0,0,2500,180.104404,282.085369
0.111111,0,0,3000,0,
0.727273,768.96,400,5000,2465.151762,161.497921
1,3137.2,1400.1,6500,4106.558919,260.772338
1,678.32,483.32,3000,1223.23593,1933.376383
1,678.44,678.44,1500,731.943501,1187.72741
1,3103.57,1515.89,7500,1865.73836,573.258246
0.909091,967.23,381.73,1400,9282.027007,217.823333
1,607.36,0,5500,554.770836,192.60691
1,1282.73,1282.73,3500,1347.51278,177.102986
1,73.42,0,9500,1465.747485,1141.633296
1,1442.9,1018.3,4000,1111.898226,87.775306
0.166667,0,0,,9.040017,14.418723
1,0,0,6500,1438.89528,2351.635775
1,1059.04,260,3000,182.53903,400.00556
0.545455,975,975,2725,1930.437135,142.662885
1,325,325,6500,408.437645,208.322149
1,2588.69,995.7,11500,2435.285131,2828.269468
1,0,0,2500,945.465018,56.782521
0.142857,72.52,0,3000,0,
1,0,0,1200,1106.479425,685.694358
1,6743.31,560.53,3200,4369.008441,222.118023
1,855.27,0,6200,519.064499,438.190574
1,166.9,0,1200,1363.547891,1860.072318
1,453,0,1800,616.31303,317.061706
1,245.85,0,1800,955.297792,686.649339
1,3415.39,1060.28,8500,4768.332744,532.466094
1,4978.23,2107.81,6000,4465.155013,165.366492
0.181818,54,54,3000,0,
1,320,0,2500,552.896593,978.223
1,4656.79,803.3,11500,1158.648328,454.273077
1,1056.33,1056.33,2200,1108.476353,1694.702504
1,224.54,224.54,1500,619.063466,678.63587
0.363636,507.57,0,6000,503.254349,34.488495
1,150.46,150.46,6500,1233.301038,911.267314
1,2711.9,0,9500,2428.395411,1040.884331
0.9,359,0,3000,239.704238,379.055818
0.333333,987.45,0,3000,0,
0.909091,5744.03,1688.23,6000,3684.789911,328.151043
0.909091,284.34,284.34,1200,269.948292,101.35824
0.454545,205.06,607.76,4500,163.982192,55.660981
1,0,0,1000,1515.789235,201.815134
1,1202.72,298.52,3000,2857.881585,234.745291
1,940,0,6000,753.034035,179.692509
1,1081,0,6000,513.64046,190.606207
0.909091,275,275,3000,299.572759,149.944032
1,0,0,2500,976.79165,724.561182
1,1257.16,416.16,7500,887.037084,1014.663188
1,666.6,666.6,6000,1130.376548,170.144183
1,5370.39,4241.09,5700,4124.004704,224.493971
1,170,0,1200,525.816276,616.813089
0.636364,530.81,530.81,5500,143.114001,196.881446
1,0,0,13000,942.812569,920.525945
0.285714,1250,1250,3000,1130.438324,127.592031
1,0,0,2500,508.613001,481.397375
0.714286,269.85,58.05,2000,174.556187,95.587203
0.636364,331.52,0,7500,3321.020515,394.681018
1,24.63,24.63,4500,1349.938041,203.987924
0.909091,2684.5,2385,6000,2855.153528,186.149348
0.8,244.18,244.18,2500,231.239325,128.726662
1,2441.21,2441.21,1500,2816.104753,163.703623
1,0,0,1500,858.248769,296.752391
0.571429,128.5,128.5,1500,507.934017,37.947135
1,229.74,13.57,1500,307.755667,393.128829
1,1685.19,132.88,18500,19841.25737,2025.836483
0.818182,981.49,600,7000,873.241146,85.160646
1,0,0,2500,387.341388,352.084649
1,143.76,143.76,1000,124.753548,146.043815
1,9.68,9.68,8000,72.282497,17.530337
0.727273,22500,22500,23000,8760.860264,1645.535202
0.875,590,0,2500,750.556869,181.398536
1,1164,1164,2000,907.603723,270.413449
1,387.77,387.77,2500,1480.676383,1246.237666
1,2326.71,993,16000,2803.060431,169.41646
0.454545,0,0,3000,1174.005094,85.227184
1,0,0,1700,205.396282,195.799861
1,1003.2,187.13,7000,1057.647019,203.927038
1,1910.51,1910.51,3000,2553.372888,3339.39289
1,0,0,1200,1569.501192,156.935733
1,0,0,3000,1065.255189,1135.449267
1,0,0,5000,477.894327,613.519804
1,750,750,6500,2021.846497,96.572665
1,2340.87,365.32,5500,348.740817,431.266392
1,0,0,4000,1114.681017,732.984374
1,1607.84,1439.57,7000,1563.287264,178.816786
1,5167.6,921.1,5000,2721.870415,523.348392
0.727273,486.94,0,4500,2837.08595,130.716778
0.875,1208.7,182.76,1500,662.519566,119.295167
0.272727,928.53,317.49,3000,1827.504821,173.812568
1,4659.65,1282.5,6000,4622.217377,230.464797
1,684.74,579.44,18000,3546.06155,5743.736444
1,270,0,6000,1259.203988,1197.398596
0.909091,416.74,416.74,3000,3905.486286,1080.480612
1,0,0,2500,588.789066,289.050092
1,0,0,2400,351.305519,440.128449
1,2622.6,2622.6,450,2718.47954,2413.233231
1,306.91,0,12000,3512.633784,2096.962594
0.818182,574.75,574.75,1000,560.219458,17.826933
0.545455,1813.4,1813.4,4000,1959.916433,1187.591705
1,1409.31,329.13,8500,874.024544,274.582036
1,123.48,123.48,1500,87.868362,88.187856
0.090909,70,0,2000,396.435632,85.073591
1,0,0,1200,254.727472,491.098362
1,908.34,185.32,6500,788.60284,177.213829
1,0,0,6000,3395.637883,1532.092391
1,0,0,12000,3357.944033,1437.438437
1,0,0,1200,1326.002237,286.69926
1,966.6,966.6,4500,3332.360525,31871.36379
1,1639.92,1639.92,2150,1620.285733,1555.793076
1,0,0,2500,1331.706743,232.422715
1,231.63,145,3000,711.838166,750.333981
0.727273,215.94,215.94,4000,331.529307,146.818553
1,498.65,447.6,7000,487.168856,164.505587
1,168,168,5500,154.705191,157.784568
0.363636,136.72,136.72,2500,361.012758,169.705471
0.75,843.95,645.95,1200,862.494363,113.077567
0.909091,600,0,4500,607.677726,92.393376
1,898.34,898.34,2500,1786.497369,508.470423
0.909091,880.28,880.28,6000,1550.332412,178.096603
1,2687.48,2288.81,5500,2349.060843,176.161796
1,1569.41,773.34,8700,2162.94335,4628.802111
1,0,0,8500,2902.821241,2869.727066
0.818182,142.52,0,2500,621.956899,191.258003
0.545455,60,0,1200,2202.149777,274.519006
1,785.69,0,1200,473.659122,619.376955
1,1027.57,100,6000,319.878647,443.406361
1,46.74,46.74,2500,122.054178,206.106505
0.636364,894.4,285,4000,183.620398,128.25155
1,0,0,9000,13652.75432,1343.985397
1,297.59,198,2500,634.780319,658.460719
0,54.85,54.85,5000,75.750562,
1,287.4,287.4,3000,276.339695,167.93554
1,0,0,3000,442.578729,616.532252
1,0,0,1800,363.842433,612.656741
1,364.74,213.32,1000,442.174198,711.024081
1,40.13,40.13,1750,293.330975,343.940892
1,4327.92,4249.92,3000,4214.565847,182.841487
0.444444,0,0,4000,446.092673,747.172775
1,211.56,211.56,1000,188.66041,153.221194
1,0,0,3000,820.085077,1187.871281
1,1440.48,0,1800,309.644014,291.857209
1,404,0,6400,787.236366,201.135008
1,39.58,0,1800,1665.457998,204.226245
1,3373.7,0,7000,2647.183713,490.378067
0.909091,903,0,1500,751.551966,193.903676
1,962.12,0,1600,1081.988109,645.551427
0.636364,302.5,302.5,3000,705.81092,112.041868
1,3050.48,1574.92,12300,3298.741768,4239.303788
0.181818,69,40,5000,167.350713,41.839613
1,3747.12,2694.04,14000,1968.080891,1635.841661
1,0,0,8500,1835.361842,2701.584337
1,479.1,168,4500,4774.597215,478.802097
1,672.31,569.31,2500,1656.974517,542.14663
1,1730.6,1069.15,4000,341.459733,126.503057
1,0,0,12500,10496.24166,2094.307389
0.6,190,100,1200,270.6586,136.109592
0.833333,4085.23,380.08,20000,4036.028203,109.759102
1,990.15,217.55,8000,707.712681,606.899998
0.454545,0,0,10000,1379.83404,1840.913723
1,149.71,149.71,1500,141.974905,150.500248
1,1835.93,1580.61,1200,3021.605454,3148.909502
1,0,0,6000,811.884107,833.953708
0.454545,0,0,1300,379.556939,54.371074
1,1517.56,10,1700,1812.402979,314.375296
1,1167.15,302.87,3000,704.323375,240.060933
1,47.69,0,4100,4591.237633,723.343619
1,832.67,137.94,2000,873.931715,1452.265916
1,22101.78,0,7500,39461.9658,6764.853481
1,637.28,627.28,1500,742.382146,703.203441
1,0,0,9000,1134.482984,1092.950836
1,500.5,275,1200,1713.299924,425.812312
1,427.96,96,1500,326.956073,472.486843
1,0,0,2500,5155.088326,320.494371
1,270.65,225,1000,216.489485,190.287126
0.818182,360.6,200,4500,415.618854,144.896661
1,0,0,3000,2355.267462,268.140818
1,1016.41,1016.41,10000,1133.806322,1165.41843
1,302.4,302.4,3000,2579.035502,209.238839
1,0,0,1500,298.943957,508.050053
1,0,0,7000,1374.849589,1159.813479
0.818182,0,0,3000,2236.589562,100.212983
0.909091,1301.25,0,1500,472.453467,170.192614
1,629.99,0,6000,353.862252,247.500183
1,0,0,7000,1689.268612,1198.874608
0.272727,523.15,447.95,2000,925.820102,164.103619
0.272727,319.41,319.41,6000,135.546054,29.013477
1,3179.69,1920.7,5000,3067.833591,248.870731
0.181818,47.05,47.05,1900,511.105425,118.437426
1,223.62,29.68,3000,1059.352415,683.372766
1,0,0,4000,445.436177,418.536968
1,0,0,6000,322.580506,419.059837
1,0,0,3500,310.775643,659.586136
1,313.03,0,1800,1467.766461,405.632903
0.909091,0,0,1500,779.245735,60.582149
1,720.16,0,3000,3866.435107,1094.491962
1,120.09,0,2500,368.7253,410.924268
1,0,0,6000,6043.227704,1183.930323
1,1067.32,824.94,6000,4770.998795,289.339838
1,0,0,3500,1668.247356,448.064322
0.181818,0,0,1500,3578.648701,69.271137
1,0,0,3000,638.102089,653.783205
0.888889,921.02,603.28,2500,782.67882,109.17084
1,231.51,116.51,4300,90.964048,208.147019
1,0,0,3000,170.645351,187.555397
1,2502.46,46.67,5500,2170.561697,1731.420819
0.272727,413.7,413.7,2500,2271.738188,131.138844
1,3447.55,1997.55,9500,5401.287094,756.926664
0.363636,0,0,4500,238.152441,123.753834
1,2576,0,5700,574.514857,531.183467
1,4311.85,3051.97,12000,5430.633936,477.257131
1,2115.79,720.74,9000,4450.197966,556.179286
1,0,0,1200,860.788124,214.677868
0.454545,0,0,6000,6801.790399,156.159732
1,4016.42,2958.24,8000,1344.622375,526.831031
1,282.52,0,3000,3747.500925,1248.460984
0.636364,248.72,23.33,1500,275.248686,100.780063
1,1023.76,167.86,1600,811.701446,327.262906
1,0,0,9500,1259.720956,1479.53625
1,3858.06,179.25,7050,8123.060053,3915.696493
0.727273,0,0,6500,9317.533927,929.334025
1,0,0,1500,404.269442,424.156288
0.090909,0,0,4000,0,
0.875,0,0,2000,794.426157,116.202264
1,0,0,1800,1308.537026,94.70744
0.636364,0,0,2000,351.850485,181.339692
1,939.51,939.51,3000,874.020918,180.358798
0.1,0,0,5000,0,
1,1083.44,0,1200,2574.978162,606.739379
1,575.72,175,10500,1631.594511,269.311255
1,1307.52,1307.52,6000,1491.690159,164.139365
1,6643.71,1802.01,12500,6446.627837,6340.898794
1,0,0,7500,3688.217452,1752.657115
1,0,0,6000,1495.067426,2221.880048
1,618.75,618.75,1700,202.137436,262.20484
1,1090.19,1090.19,7000,1174.739824,176.285795
1,368.91,368.91,1800,1309.489418,195.953485
1,1945.82,1424.32,9000,819.905846,679.005417
0.545455,353.9,353.9,2500,374.472803,85.914125
0.909091,1270.32,0,1800,1148.378687,110.252783
0.545455,340,340,5000,888.221177,146.348596
0.909091,258.32,258.32,4000,307.750161,161.030353
1,272.4,272.4,1550,587.710246,1090.811625
1,0,0,1800,1336.452403,374.452534
1,0,0,3500,856.740386,379.255051
0.142857,0,0,3000,0,
1,823.05,250,1500,2049.345099,266.90291
1,360,0,3000,112.678222,208.247475
0.727273,182.49,182.49,1500,201.08824,13.88938
1,0,0,5000,533.940153,826.56466
1,0,0,12000,8919.228234,1075.889659
0.454545,461.99,0,6000,945.998757,104.810436
0.545455,916.67,916.67,1500,1075.578609,94.762661
0.454545,235,235,6000,268.128456,67.701929
1,3739.78,303.55,1500,3530.131795,190.985351
1,240.27,138.01,3200,763.674122,744.713817
0.909091,1283.4,142.5,4500,5190.696125,6825.44203
1,2206.74,0,10000,1891.000067,204.477134
1,284.9,0,6000,559.24901,786.402078
1,0,0,1200,1386.88202,232.802183
1,3426.12,1056.34,17000,2925.020526,1463.588692
1,0,0,2500,597.046672,673.465761
0.818182,87.28,0,5000,4646.340788,767.829781
1,5351.58,1526.64,10000,4452.753075,562.102772
0.818182,5788.81,0,7000,5891.252034,285.762299
1,181.81,181.81,1500,454.857585,183.013235
0.9,1735.17,618.5,2500,1892.675483,170.458741
0.909091,1428.89,0,2500,1576.842421,395.761881
1,194.1,0,600,635.073163,389.795498
